experiment_id,desired_scenario,description,top1_candidate_name,top1_do,top1_similarity,reference_rank,reference_similarity,best_competitor_name,best_competitor_similarity,margin_signed,top1_is_reference,is_exact_tie_at_top,top1_matches_baseline
C03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C03_friction_0p330,friction 0.330,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9805555555555556,1,0.9805555555555556,Parallel Arm Lift — Contact Loss,0.896551724137931,0.08400383141762457,True,False,True
C04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C04_friction_0p3275,friction 0.3275,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9798611111111111,1,0.9798611111111111,Parallel Arm Lift — Contact Loss,0.896551724137931,0.08330938697318002,True,False,True
C05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C05_friction_0p325,friction 0.325,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9791666666666666,1,0.9791666666666666,Parallel Arm Lift — Contact Loss,0.896551724137931,0.08261494252873558,True,False,True
C06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C06_friction_0p3225,friction 0.3225,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9784722222222223,1,0.9784722222222223,Parallel Arm Lift — Contact Loss,0.896551724137931,0.08192049808429125,True,False,True
C07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C07_friction_0p320,friction 0.320,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9777777777777777,1,0.9777777777777777,Parallel Arm Lift — Contact Loss,0.896551724137931,0.0812260536398467,True,False,True
C09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C09_friction_0p310,friction 0.310,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.975,1,0.975,Parallel Arm Lift — Contact Loss,0.896551724137931,0.07844827586206893,True,False,True
C10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C10_friction_0p305,friction 0.305,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9736111111111111,1,0.9736111111111111,Parallel Arm Lift — Contact Loss,0.896551724137931,0.07705938697318004,True,False,True
C11,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C11_friction_0p300,friction 0.300,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9722222222222222,1,0.9722222222222222,Parallel Arm Lift — Contact Loss,0.896551724137931,0.07567049808429116,True,False,True
C12,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C12_friction_0p290,friction 0.290,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9694444444444444,1,0.9694444444444444,Parallel Arm Lift — Contact Loss,0.896551724137931,0.07289272030651339,True,False,True
C13,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C13_friction_0p280,friction 0.280,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9666666666666667,1,0.9666666666666667,Parallel Arm Lift — Contact Loss,0.896551724137931,0.07011494252873562,True,False,True
C14,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C14_friction_0p270,friction 0.270,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9638888888888889,1,0.9638888888888889,Parallel Arm Lift — Contact Loss,0.896551724137931,0.06733716475095786,True,False,True
C15,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C15_friction_0p260,friction 0.260,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9611111111111111,1,0.9611111111111111,Parallel Arm Lift — Contact Loss,0.896551724137931,0.06455938697318009,True,False,True
C16,diagnosed_LIFT_OBJECT_unanticipated__RQ2_C16_friction_0p255,friction 0.255,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9597222222222223,1,0.9597222222222223,Parallel Arm Lift — Contact Loss,0.896551724137931,0.0631704980842912,True,False,True
R_H01_C01_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F01,H01/C01/F01,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7438266666666666,1,0.7438266666666666,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.07716,True,False,True
R_H01_C01_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F02,H01/C01/F02,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7993822222222221,1,0.7993822222222221,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.13271555555555548,True,False,True
R_H01_C01_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F03,H01/C01/F03,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8035488888888889,1,0.8035488888888889,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.13688222222222224,True,False,True
R_H01_C01_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F04,H01/C01/F04,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8077155555555556,1,0.8077155555555556,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.141048888888889,True,False,True
R_H01_C01_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F05,H01/C01/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.82716,1,0.82716,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.16049333333333338,True,False,True
R_H01_C01_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F06,H01/C01/F06,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8049377777777776,1,0.8049377777777776,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.138271111111111,True,False,True
R_H01_C01_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F07,H01/C01/F07,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7604933333333334,1,0.7604933333333334,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.09382666666666672,True,False,True
R_H01_C01_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F08,H01/C01/F08,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7207711111111111,1,0.7207711111111111,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.05410444444444451,True,False,True
R_H01_C01_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F09,H01/C01/F09,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7160488888888888,1,0.7160488888888888,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.049382222222222216,True,False,True
R_H01_C01_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C01_F10,H01/C01/F10,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7160488888888888,1,0.7160488888888888,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.049382222222222216,True,False,True
R_H01_C02_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F01,H01/C02/F01,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8549377777777778,1,0.8549377777777778,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.05097938697318005,True,False,True
R_H01_C02_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F02,H01/C02/F02,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9104933333333333,1,0.9104933333333333,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.10653494252873552,True,False,True
R_H01_C02_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F03,H01/C02/F03,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.91466,1,0.91466,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.11070160919540228,True,False,True
R_H01_C02_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F04,H01/C02/F04,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9188266666666666,1,0.9188266666666666,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.11486827586206882,True,False,True
R_H01_C02_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F05,H01/C02/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9382711111111112,1,0.9382711111111112,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.13431272030651342,True,False,True
R_H01_C02_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F06,H01/C02/F06,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.9160488888888888,1,0.9160488888888888,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.11209049808429106,True,False,True
R_H01_C02_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F07,H01/C02/F07,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8716044444444444,1,0.8716044444444444,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.06764605363984666,True,False,True
R_H01_C02_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F08,H01/C02/F08,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8318822222222222,1,0.8318822222222222,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.027923831417624445,True,False,True
R_H01_C02_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F09,H01/C02/F09,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.82716,1,0.82716,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.023201609195402262,True,False,True
R_H01_C02_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C02_F10,H01/C02/F10,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.82716,1,0.82716,Parallel Arm Lift — Contact Loss,0.8039583908045977,0.023201609195402262,True,False,True
R_H01_C03_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F01,H01/C03/F01,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7993822222222221,1,0.7993822222222221,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.07875716475095773,True,False,True
R_H01_C03_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F02,H01/C03/F02,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8549377777777778,1,0.8549377777777778,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.13431272030651342,True,False,True
R_H01_C03_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F03,H01/C03/F03,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8591044444444443,1,0.8591044444444443,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.13847938697317996,True,False,True
R_H01_C03_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F04,H01/C03/F04,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8632711111111111,1,0.8632711111111111,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.14264605363984673,True,False,True
R_H01_C03_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F05,H01/C03/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8827155555555555,1,0.8827155555555555,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.1620904980842911,True,False,True
R_H01_C03_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F06,H01/C03/F06,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8604933333333333,1,0.8604933333333333,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.13986827586206896,True,False,True
R_H01_C03_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F07,H01/C03/F07,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8160488888888889,1,0.8160488888888889,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.09542383141762456,True,False,True
R_H01_C03_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F08,H01/C03/F08,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7763266666666667,1,0.7763266666666667,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.055701609195402346,True,False,True
R_H01_C03_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F09,H01/C03/F09,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7716044444444444,1,0.7716044444444444,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.05097938697318005,True,False,True
R_H01_C03_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C03_F10,H01/C03/F10,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7716044444444444,1,0.7716044444444444,Parallel Arm Lift — Contact Loss,0.7206250574712644,0.05097938697318005,True,False,True
R_H01_C04_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F01,H01/C04/F01,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7808633333333334,1,0.7808633333333334,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.08801660919540222,True,False,True
R_H01_C04_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F02,H01/C04/F02,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8364188888888888,1,0.8364188888888888,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.1435721647509577,True,False,True
R_H01_C04_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F03,H01/C04/F03,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8405855555555556,1,0.8405855555555556,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.14773883141762445,True,False,True
R_H01_C04_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F04,H01/C04/F04,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8447522222222222,1,0.8447522222222222,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.1519054980842911,True,False,True
R_H01_C04_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F05,H01/C04/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8641966666666666,1,0.8641966666666666,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.17134994252873548,True,False,True
R_H01_C04_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F06,H01/C04/F06,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8419744444444445,1,0.8419744444444445,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.14912772030651333,True,False,True
R_H01_C04_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F07,H01/C04/F07,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7975300000000001,1,0.7975300000000001,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.10468327586206894,True,False,True
R_H01_C04_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F08,H01/C04/F08,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7578077777777779,1,0.7578077777777779,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.06496105363984672,True,False,True
R_H01_C04_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F09,H01/C04/F09,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7530855555555555,1,0.7530855555555555,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.06023883141762432,True,False,True
R_H01_C04_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C04_F10,H01/C04/F10,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7530855555555555,1,0.7530855555555555,Parallel Arm Lift — Contact Loss,0.6928467241379311,0.06023883141762432,True,False,True
R_H01_C05_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F01,H01/C05/F01,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7716044444444444,1,0.7716044444444444,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.09264605363984668,True,False,True
R_H01_C05_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F02,H01/C05/F02,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.82716,1,0.82716,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.14820160919540226,True,False,True
R_H01_C05_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F03,H01/C05/F03,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8313266666666665,1,0.8313266666666665,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.1523682758620688,True,False,True
R_H01_C05_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F04,H01/C05/F04,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8354933333333333,1,0.8354933333333333,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.15653494252873557,True,False,True
R_H01_C05_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F05,H01/C05/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8549377777777778,1,0.8549377777777778,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.17597938697318005,True,False,True
R_H01_C05_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F06,H01/C05/F06,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8327155555555557,1,0.8327155555555557,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.1537571647509579,True,False,True
R_H01_C05_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F07,H01/C05/F07,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.788271111111111,1,0.788271111111111,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.10931272030651329,True,False,True
R_H01_C05_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F08,H01/C05/F08,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7485488888888888,1,0.7485488888888888,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.06959049808429107,True,False,True
R_H01_C05_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F09,H01/C05/F09,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7438266666666666,1,0.7438266666666666,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.06486827586206889,True,False,True
R_H01_C05_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C05_F10,H01/C05/F10,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7438266666666666,1,0.7438266666666666,Parallel Arm Lift — Contact Loss,0.6789583908045977,0.06486827586206889,True,False,True
R_H01_C06_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F01,H01/C06/F01,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7438266666666666,1,0.7438266666666666,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.07716,True,False,True
R_H01_C06_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F02,H01/C06/F02,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7993822222222221,1,0.7993822222222221,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.13271555555555548,True,False,True
R_H01_C06_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F03,H01/C06/F03,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8035488888888889,1,0.8035488888888889,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.13688222222222224,True,False,True
R_H01_C06_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F04,H01/C06/F04,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8077155555555556,1,0.8077155555555556,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.141048888888889,True,False,True
R_H01_C06_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F05,H01/C06/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.82716,1,0.82716,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.16049333333333338,True,False,True
R_H01_C06_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F06,H01/C06/F06,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8049377777777776,1,0.8049377777777776,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.138271111111111,True,False,True
R_H01_C06_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F07,H01/C06/F07,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7604933333333334,1,0.7604933333333334,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.09382666666666672,True,False,True
R_H01_C06_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F08,H01/C06/F08,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7207711111111111,1,0.7207711111111111,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.05410444444444451,True,False,True
R_H01_C06_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F09,H01/C06/F09,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7160488888888888,1,0.7160488888888888,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.049382222222222216,True,False,True
R_H01_C06_F10,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C06_F10,H01/C06/F10,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7160488888888888,1,0.7160488888888888,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.049382222222222216,True,False,True
R_H01_C07_F01,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F01,H01/C07/F01,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7438266666666666,1,0.7438266666666666,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.07716,True,False,True
R_H01_C07_F02,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F02,H01/C07/F02,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7993822222222221,1,0.7993822222222221,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.13271555555555548,True,False,True
R_H01_C07_F03,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F03,H01/C07/F03,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8035488888888889,1,0.8035488888888889,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.13688222222222224,True,False,True
R_H01_C07_F04,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F04,H01/C07/F04,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8077155555555556,1,0.8077155555555556,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.141048888888889,True,False,True
R_H01_C07_F05,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F05,H01/C07/F05,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.82716,1,0.82716,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.16049333333333338,True,False,True
R_H01_C07_F06,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F06,H01/C07/F06,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.8049377777777776,1,0.8049377777777776,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.138271111111111,True,False,True
R_H01_C07_F07,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F07,H01/C07/F07,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7604933333333334,1,0.7604933333333334,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.09382666666666672,True,False,True
R_H01_C07_F08,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F08,H01/C07/F08,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7207711111111111,1,0.7207711111111111,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.05410444444444451,True,False,True
R_H01_C07_F09,diagnosed_LIFT_OBJECT_unanticipated__RQ2_R_H01_C07_F09,H01/C07/F09,Lift Slip — Low Friction Surface,apply_vacuum_assist(),0.7160488888888888,1,0.7160488888888888,Parallel Arm Lift — Contact Loss,0.6666666666666666,0.049382222222222216,True,False,True
